単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度
黒線,0,0.24970556464063032,2,1.0,1
黒ブロック,0,0.27332767959629994,4,2.5,13
黒,0,0.36916322781450894,2,0.5,20
黄,0,0.2975401091538121,3,0.5,0
領域,0,0.43050695967276614,1,1.0,0
順番,0,0.40639251583401975,1,1.0,0
順位,0,0.3214180754737056,1,1.0,0
静止,0,0.25438502824217374,2,1.0,0
青斜線,0,0.6085708197121014,1,1.5,0
青,0,0.2975401091538121,3,0.5,1
隣接,0,0.29600135507162234,1,1.0,0
隠す,0,0.3419666877975453,1,0.6,0
際,0,0.33673754534134936,2,0.5,0
除く,0,0.25854319277446647,1,0.6,0
除い,0,0.4327466876871663,1,0.6,0
限ら,0,0.37086076145580094,1,0.6,0
開始,0,0.6035980197752558,1,1.0,0
重なる,0,0.32544407057879915,1,0.7,0
配布,0,0.4105529161176792,2,1.0,0
選択,0,0.0970648804076621,1,1.0,0
過ぎる,0,0.16880512028846287,1,0.7,0
進入以降具体的,0,0.20770567305480553,1,3.5,0
通過方向,0,0.7071067811865476,1,2.0,0
通過,0,0.42935044293992963,4,1.0,2
通知,0,0.26201228392805975,2,1.0,0
跨が,0,0.24970556464063032,2,0.6,0
超え,0,0.25303792722676877,1,0.6,0
起き,0,0.4438585793137853,1,0.6,0
走行順,0,0.40639251583401975,1,1.5,0
走行体全体,0,0.25372496647108966,2,2.5,0
走行体,0,0.23829954994699953,11,1.5,2
走行タイム,0,0.4709837298839246,4,2.5,1
走行,0,0.2666922877776161,6,1.0,20
赤い線,0,0.24970556464063032,2,1.1,0
赤,0,0.2975401091538121,3,0.5,2
詳細,0,0.597302185388934,1,1.0,0
該当ゲート,0,0.3483022482230837,1,2.2,0
試走会,0,0.33683160590900507,2,1.5,0
設置,0,0.25315576359191905,16,1.0,4
設けられ,0,0.3585812409773814,3,0.8,0
記す,0,0.5403111338281116,1,0.6,0
計算,0,0.429653088547317,2,1.0,0
計測終了操作,0,0.16880512028846287,1,3.0,0
計測方法,0,0.5543827081122145,1,2.0,0
計測,0,0.307609279747062,3,1.0,8
計8個,0,0.43171554489569075,1,1.0,0
計10個,0,0.29378090116486283,1,1.0,0
触れ,0,0.19576801428802842,2,0.6,0
規約説明,0,0.37086076145580094,1,2.0,0
規定,0,0.46556163854710153,1,1.0,0
見なす,0,0.24970556464063032,2,0.7,0
見なし,0,0.3017990098876279,1,0.7,0
