単語,判定結果,TF-IDF値,出現回数,優先値,連結回数,固有度
黒線,0,0.2554750005705773,2,4.0,1
黒線,0,0.2440068171598554,2,4.0,1
黒ブロック,0,0.37417632466780437,4,6.8,7
黒ブロック,0,0.254467338688441,4,6.8,7
黒ブロック,0,0.238851839119834,4,6.8,7
黒ブロック,0,0.22460661969267354,4,6.8,7
領域,0,0.4305510217810829,1,4.0,0
順番,0,0.40453245231307583,1,4.0,0
順位,0,0.32156217660393716,1,4.0,0
静止,0,0.2555268113881775,2,4.0,0
静止,0,0.2534668796139944,2,4.0,0
青斜線,0,0.6089817875856731,1,6.0,0
隣接,0,0.2961986186995085,1,4.0,0
隠す,0,0.3420796550705828,1,3.1,0
除く,0,0.25867340970482433,1,3.1,0
除い,0,0.4328625043986727,1,3.1,0
限ら,0,0.3708871601507667,1,3.1,0
開始,0,0.5677055646679612,1,4.0,0
重なる,0,0.3255762176327565,1,4.2,0
配布,0,0.4520821385946198,2,4.0,0
配布,0,0.3692574878347304,2,4.0,0
選択,0,0.09709503064119115,1,4.0,0
過ぎる,0,0.16850827989320166,1,4.2,0
進入以降具体的,0,0.20775746409587598,1,14.0,0
通過方向,0,0.7071067811865475,1,8.0,0
通過,0,0.566340902526261,4,4.0,2
通過,0,0.49958366068952026,4,4.0,2
通過,0,0.4134031490048824,4,4.0,2
通過,0,0.2374237476414637,4,4.0,2
通知,0,0.3692574878347304,2,4.0,0
通知,0,0.15454124436035374,2,4.0,0
跨が,0,0.2554750005705773,2,3.1,0
跨が,0,0.2440068171598554,2,3.1,0
超え,0,0.25299189216245394,1,3.1,0
起き,0,0.44406789242081834,1,3.1,0
走行順,0,0.40453245231307583,1,6.0,0
走行体全体,0,0.3195557227064826,2,10.0,0
走行体全体,0,0.1879254668367487,2,10.0,0
走行体,0,0.36986612671995694,10,6.0,2
走行体,0,0.36870447191499883,10,6.0,2
走行体,0,0.2775875806932086,10,6.0,2
走行体,0,0.2645495373081381,10,6.0,2
走行体,0,0.25953232526860426,10,6.0,2
走行体,0,0.2397217363541002,10,6.0,2
走行体,0,0.21956982169372868,10,6.0,2
走行体,0,0.16570694093224797,10,6.0,2
走行体,0,0.16482686989409517,10,6.0,2
走行体,0,0.1335008056129036,10,6.0,2
走行タイム,0,0.7179939671970353,4,7.6,1
走行タイム,0,0.45073919240161503,4,7.6,1
走行タイム,0,0.41120756120105517,4,7.6,1
走行タイム,0,0.3038607250266107,4,7.6,1
走行,0,0.34839377213933775,6,4.0,19
走行,0,0.3020674997616007,6,4.0,19
走行,0,0.2963387553004431,6,4.0,19
走行,0,0.23921222047947158,6,4.0,19
走行,0,0.21115995378716518,6,4.0,19
走行,0,0.18820233438718006,6,4.0,19
赤い線,0,0.2554750005705773,2,5.1,0
赤い線,0,0.2440068171598554,2,5.1,0
詳細,0,0.597682707517079,1,4.0,0
該当ゲート,0,0.3484363374073653,1,7.6,0
試走会,0,0.3692574878347304,2,6.0,0
試走会,0,0.3045399832614557,2,6.0,0
設置,0,0.4317436419646286,16,4.0,2
設置,0,0.3193465907613174,16,4.0,2
設置,0,0.26609291593164586,16,4.0,2
設置,0,0.259631196767882,16,4.0,2
設置,0,0.24450947365551604,16,4.0,2
設置,0,0.23967225200694522,16,4.0,2
設置,0,0.2284150581077783,16,4.0,2
設置,0,0.2240831405727484,16,4.0,2
設置,0,0.21215134710170166,16,4.0,2
設置,0,0.1969393571757111,16,4.0,2
設置,0,0.1968748130359847,16,4.0,2
設置,0,0.19242716368209514,16,4.0,2
設置,0,0.18314362515505073,16,4.0,2
設置,0,0.1730545535174676,16,4.0,2
設置,0,0.15618474898388465,16,4.0,2
設置,0,0.15086099732253413,16,4.0,2
設けられ,0,0.4338149400741126,3,5.3,0
設けられ,0,0.3912320605794843,3,5.3,0
設けられ,0,0.25075016801700106,3,5.3,0
記す,0,0.5403853621206345,1,3.1,0
計算,0,0.4624369553517678,2,4.0,0
計算,0,0.39707477466475316,2,4.0,0
計測終了操作,0,0.16850827989320166,1,12.0,0
計測方法,0,0.5546267720583362,1,8.0,0
計測,0,0.3847385781411458,3,4.0,8
計測,0,0.32091620409113625,3,4.0,8
計測,0,0.2171441696235331,3,4.0,8
計8個,0,0.431904220081461,1,5.0,0
計10個,0,0.2939030525066803,1,6.0,0
触れ,0,0.2372329160564409,2,3.1,0
触れ,0,0.15443935612926235,2,3.1,0
規約説明,0,0.3708871601507667,1,8.0,0
規定,0,0.46576397560049765,1,4.0,0
見なす,0,0.2554750005705773,2,4.2,0
見なす,0,0.2440068171598554,2,4.2,0
見なし,0,0.2838527823339806,1,4.2,0
複数個所,0,0.3499862849233566,1,8.0,0
装飾物,0,0.2838527823339806,1,6.0,0
装飾品,0,0.3961496823551027,3,6.0,0
装飾品,0,0.3003949279548737,3,6.0,0
装飾品,0,0.23018626772547007,3,6.0,0
表6,0,0.45646060232447044,2,3.0,0
表6,0,0.4532192618029881,2,3.0,0
行われる,0,0.49534018126771523,1,5.3,0
行う,0,0.444053155501148,2,3.1,0
行う,0,0.3807331053464664,2,3.1,0
落下,0,0.16850827989320166,1,4.0,0
自動判定,0,0.5322243432099701,1,8.0,0
自コース,0,0.29906460047503547,3,5.6,0
自コース,0,0.21830358188994453,3,5.6,0
自コース,0,0.17587497473872232,3,5.6,0
置かれ,0,0.40116030014476045,5,4.2,2
置かれ,0,0.26115658606261255,5,4.2,2
置かれ,0,0.25033154365576366,5,4.2,2
置かれ,0,0.2427972251677379,5,4.2,2
置かれ,0,0.16109898336501016,5,4.2,2
置い,0,0.38830940322651,1,3.1,0
緑色,0,0.46037253545094015,3,4.0,0
緑色,0,0.3961496823551027,3,4.0,0
緑色,0,0.3003949279548737,3,4.0,0
総称,0,0.5181823480229188,2,4.0,0
総称,0,0.2695425025077429,2,4.0,0
継続,0,0.23202231874092866,2,4.0,0
継続,0,0.15454124436035374,2,4.0,0
結果,0,0.3716128374671731,3,4.0,1
結果,0,0.3158112352359088,3,4.0,1
結果,0,0.2627584225578987,3,4.0,1
経過時間,0,0.16850827989320166,1,8.0,0
経過待ち,0,0.16850827989320166,1,7.1,0
経過,0,0.16850827989320166,1,4.0,3
終了,0,0.38114562854952055,3,4.0,2
終了,0,0.2171441696235331,3,4.0,2
終了,0,0.14463147494309117,3,4.0,2
算出,0,0.5322243432099701,1,4.0,0
競技結果,0,0.16850827989320166,1,8.0,0
競技終了,0,0.16850827989320166,1,8.0,0
競技環境,0,0.4520821385946198,2,8.0,0
競技環境,0,0.3692574878347304,2,8.0,0
競技,0,0.3919215093040846,5,4.0,4
競技,0,0.3840959455745147,5,4.0,4
競技,0,0.2493452640316591,5,4.0,4
競技,0,0.23855035237912062,5,4.0,4
